SURVIVAL_TYPE|CANCER_GROUP_SITE|PERIOD_YEARS|SEX|YEARS_AFTER_DIAGNOSIS|AGE_GROUP_YEARS|SURVIVAL|95_CI_LOWER_BOUND|95_CI_UPPER_BOUND
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Females|5|85+|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Females|5|All ages combined|0.824|0.616|0.956
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|00–04|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|05–09|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|10–14|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|15–19|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|20–24|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|25–29|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|30–34|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|35–39|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|40–44|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|45–49|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|50–54|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|55–59|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|60–64|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|65–69|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|70–74|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|75–79|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|80–84|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|85+|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|All ages combined|0.919|0.838|0.961
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|00–04|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|05–09|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|10–14|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|15–19|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|20–24|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|25–29|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|30–34|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|35–39|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|40–44|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|45–49|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|50–54|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|55–59|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|60–64|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|65–69|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|70–74|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|75–79|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|80–84|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|85+|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|All ages combined|0.848|0.753|0.909
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|00–04|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|05–09|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|10–14|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|15–19|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|20–24|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|25–29|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|30–34|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|35–39|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|40–44|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|45–49|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|50–54|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|55–59|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|60–64|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|65–69|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|70–74|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|75–79|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|80–84|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|85+|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|All ages combined|0.823|0.724|0.889
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|00–04|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|05–09|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|10–14|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|15–19|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|20–24|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|25–29|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|30–34|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|35–39|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|40–44|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|45–49|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|50–54|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|55–59|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|60–64|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|65–69|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|70–74|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|75–79|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|80–84|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|85+|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|All ages combined|0.752|0.642|0.833
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|00–04|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|05–09|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|10–14|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|15–19|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|20–24|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|25–29|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|30–34|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|35–39|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|40–44|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|45–49|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|50–54|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|55–59|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|60–64|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|65–69|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|70–74|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|75–79|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|80–84|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|85+|||
Observed|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|All ages combined|0.707|0.591|0.796
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|00–04|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|05–09|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|10–14|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|15–19|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|20–24|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|25–29|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|30–34|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|35–39|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|40–44|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|45–49|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|50–54|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|55–59|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|60–64|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|65–69|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|70–74|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|75–79|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|80–84|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|85+|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|1|All ages combined|0.941|0.858|0.984
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|00–04|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|05–09|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|10–14|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|15–19|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|20–24|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|25–29|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|30–34|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|35–39|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|40–44|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|45–49|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|50–54|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|55–59|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|60–64|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|65–69|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|70–74|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|75–79|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|80–84|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|85+|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|2|All ages combined|0.888|0.788|0.951
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|00–04|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|05–09|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|10–14|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|15–19|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|20–24|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|25–29|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|30–34|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|35–39|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|40–44|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|45–49|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|50–54|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|55–59|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|60–64|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|65–69|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|70–74|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|75–79|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|80–84|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|85+|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|3|All ages combined|0.884|0.778|0.956
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|00–04|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|05–09|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|10–14|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|15–19|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|20–24|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|25–29|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|30–34|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|35–39|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|40–44|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|45–49|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|50–54|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|55–59|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|60–64|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|65–69|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|70–74|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|75–79|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|80–84|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|85+|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|4|All ages combined|0.833|0.71|0.922
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|00–04|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|05–09|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|10–14|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|15–19|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|20–24|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|25–29|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|30–34|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|35–39|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|40–44|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|45–49|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|50–54|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|55–59|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|60–64|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|65–69|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|70–74|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|75–79|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|80–84|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|85+|||
Relative|Overlapping and unspecified sites in major salivary glands (cancer of)|2015–2019|Persons|5|All ages combined|0.805|0.672|0.906
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|1|00–04|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|1|05–09|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|1|10–14|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|1|15–19|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|1|20–24|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|1|25–29|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|1|30–34|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|1|35–39|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|1|40–44|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|1|45–49|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|1|50–54|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|1|55–59|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|1|60–64|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|1|65–69|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|1|70–74|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|1|75–79|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|1|80–84|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|1|85+|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|1|All ages combined|0.436|0.341|0.527
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|2|00–04|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|2|05–09|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|2|10–14|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|2|15–19|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|2|20–24|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|2|25–29|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|2|30–34|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|2|35–39|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|2|40–44|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|2|45–49|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|2|50–54|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|2|55–59|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|2|60–64|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|2|65–69|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|2|70–74|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|2|75–79|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|2|80–84|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|2|85+|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|2|All ages combined|0.336|0.249|0.425
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|3|00–04|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|3|05–09|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|3|10–14|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|3|15–19|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|3|20–24|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|3|25–29|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|3|30–34|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|3|35–39|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|3|40–44|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|3|45–49|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|3|50–54|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|3|55–59|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|3|60–64|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|3|65–69|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|3|70–74|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|3|75–79|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|3|80–84|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|3|85+|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|3|All ages combined|0.302|0.217|0.391
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|4|00–04|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|4|05–09|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|4|10–14|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|4|15–19|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|4|20–24|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|4|25–29|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|4|30–34|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|4|35–39|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|4|40–44|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|4|45–49|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|4|50–54|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|4|55–59|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|4|60–64|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|4|65–69|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|4|70–74|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|4|75–79|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|4|80–84|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|4|85+|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|4|All ages combined|0.266|0.184|0.354
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|5|00–04|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|5|05–09|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|5|10–14|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|5|15–19|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|5|20–24|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|5|25–29|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|5|30–34|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|5|35–39|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|5|40–44|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|5|45–49|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|5|50–54|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|5|55–59|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|5|60–64|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|5|65–69|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|5|70–74|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|5|75–79|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|5|80–84|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|5|85+|||
Observed|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|5|All ages combined|0.266|0.184|0.354
Relative|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|1|00–04|||
Relative|Overlapping and unspecified sites in urinary tract (cancer of)|2015–2019|Males|1|05–09|||
