DATA_TYPE|CANCER_GROUP_SITE|YEAR|SEX|STATE_OR_TERRITORY|COUNT
Incidence|Other and ill-defined digestive organs (cancer of)|2019|Females|New South Wales|43
Incidence|Other and ill-defined digestive organs (cancer of)|2019|Females|Victoria|55
Incidence|Other and ill-defined digestive organs (cancer of)|2019|Females|Queensland|19
Incidence|Other and ill-defined digestive organs (cancer of)|2019|Females|Western Australia|0
Incidence|Other and ill-defined digestive organs (cancer of)|2019|Females|South Australia|26
Incidence|Other and ill-defined digestive organs (cancer of)|2019|Females|Tasmania|10
Incidence|Other and ill-defined digestive organs (cancer of)|2019|Females|Australian Capital Territory|3
Incidence|Other and ill-defined digestive organs (cancer of)|2019|Females|Northern Territory|0
Incidence|Other and ill-defined digestive organs (cancer of)|2019|Females|Australia|155
Incidence|Other and ill-defined digestive organs (cancer of)|2019|Persons|New South Wales|108
Incidence|Other and ill-defined digestive organs (cancer of)|2019|Persons|Victoria|119
Incidence|Other and ill-defined digestive organs (cancer of)|2019|Persons|Queensland|38
Incidence|Other and ill-defined digestive organs (cancer of)|2019|Persons|Western Australia|0
Incidence|Other and ill-defined digestive organs (cancer of)|2019|Persons|South Australia|38
Incidence|Other and ill-defined digestive organs (cancer of)|2019|Persons|Tasmania|16
Incidence|Other and ill-defined digestive organs (cancer of)|2019|Persons|Australian Capital Territory|4
Incidence|Other and ill-defined digestive organs (cancer of)|2019|Persons|Northern Territory|1
Incidence|Other and ill-defined digestive organs (cancer of)|2019|Persons|Australia|324
Incidence|Other and ill-defined sites (cancer of)|2019|Males|New South Wales|39
Incidence|Other and ill-defined sites (cancer of)|2019|Males|Victoria|45
Incidence|Other and ill-defined sites (cancer of)|2019|Males|Queensland|3
Incidence|Other and ill-defined sites (cancer of)|2019|Males|Western Australia|0
Incidence|Other and ill-defined sites (cancer of)|2019|Males|South Australia|0
Incidence|Other and ill-defined sites (cancer of)|2019|Males|Tasmania|1
Incidence|Other and ill-defined sites (cancer of)|2019|Males|Australian Capital Territory|1
Incidence|Other and ill-defined sites (cancer of)|2019|Males|Northern Territory|0
Incidence|Other and ill-defined sites (cancer of)|2019|Males|Australia|91
Incidence|Other and ill-defined sites (cancer of)|2019|Females|New South Wales|31
Incidence|Other and ill-defined sites (cancer of)|2019|Females|Victoria|28
Incidence|Other and ill-defined sites (cancer of)|2019|Females|Queensland|4
Incidence|Other and ill-defined sites (cancer of)|2019|Females|Western Australia|0
Incidence|Other and ill-defined sites (cancer of)|2019|Females|South Australia|1
Incidence|Other and ill-defined sites (cancer of)|2019|Females|Tasmania|1
Incidence|Other and ill-defined sites (cancer of)|2019|Females|Australian Capital Territory|1
Incidence|Other and ill-defined sites (cancer of)|2019|Females|Northern Territory|0
Incidence|Other and ill-defined sites (cancer of)|2019|Females|Australia|67
Incidence|Other and ill-defined sites (cancer of)|2019|Persons|New South Wales|70
Incidence|Other and ill-defined sites (cancer of)|2019|Persons|Victoria|73
Incidence|Other and ill-defined sites (cancer of)|2019|Persons|Queensland|7
Incidence|Other and ill-defined sites (cancer of)|2019|Persons|Western Australia|0
Incidence|Other and ill-defined sites (cancer of)|2019|Persons|South Australia|1
Incidence|Other and ill-defined sites (cancer of)|2019|Persons|Tasmania|2
Incidence|Other and ill-defined sites (cancer of)|2019|Persons|Australian Capital Territory|2
Incidence|Other and ill-defined sites (cancer of)|2019|Persons|Northern Territory|0
Incidence|Other and ill-defined sites (cancer of)|2019|Persons|Australia|158
Incidence|Other female genital organs excluding serous carcinomas of the fallopian tube (cancer of)|2019|Females|New South Wales|31
Incidence|Other female genital organs excluding serous carcinomas of the fallopian tube (cancer of)|2019|Females|Victoria|42
Incidence|Other female genital organs excluding serous carcinomas of the fallopian tube (cancer of)|2019|Females|Queensland|27
Incidence|Other female genital organs excluding serous carcinomas of the fallopian tube (cancer of)|2019|Females|Western Australia|5
Incidence|Other female genital organs excluding serous carcinomas of the fallopian tube (cancer of)|2019|Females|South Australia|7
Incidence|Other female genital organs excluding serous carcinomas of the fallopian tube (cancer of)|2019|Females|Tasmania|3
Incidence|Other female genital organs excluding serous carcinomas of the fallopian tube (cancer of)|2019|Females|Australian Capital Territory|1
Incidence|Other female genital organs excluding serous carcinomas of the fallopian tube (cancer of)|2019|Females|Northern Territory|0
Incidence|Other female genital organs excluding serous carcinomas of the fallopian tube (cancer of)|2019|Females|Australia|116
Incidence|Other female genital organs excluding serous carcinomas of the fallopian tube (cancer of)|2019|Persons|New South Wales|31
Incidence|Other female genital organs excluding serous carcinomas of the fallopian tube (cancer of)|2019|Persons|Victoria|42
Incidence|Other female genital organs excluding serous carcinomas of the fallopian tube (cancer of)|2019|Persons|Queensland|27
Incidence|Other female genital organs excluding serous carcinomas of the fallopian tube (cancer of)|2019|Persons|Western Australia|5
Incidence|Other female genital organs excluding serous carcinomas of the fallopian tube (cancer of)|2019|Persons|South Australia|7
Incidence|Other female genital organs excluding serous carcinomas of the fallopian tube (cancer of)|2019|Persons|Tasmania|3
Incidence|Other female genital organs excluding serous carcinomas of the fallopian tube (cancer of)|2019|Persons|Australian Capital Territory|1
Incidence|Other female genital organs excluding serous carcinomas of the fallopian tube (cancer of)|2019|Persons|Northern Territory|0
Incidence|Other female genital organs excluding serous carcinomas of the fallopian tube (cancer of)|2019|Persons|Australia|116
Incidence|Ovarian cancer and serous carcinomas of the fallopian tube|2019|Females|New South Wales|551
Incidence|Ovarian cancer and serous carcinomas of the fallopian tube|2019|Females|Victoria|435
Incidence|Ovarian cancer and serous carcinomas of the fallopian tube|2019|Females|Queensland|323
Incidence|Ovarian cancer and serous carcinomas of the fallopian tube|2019|Females|Western Australia|137
Incidence|Ovarian cancer and serous carcinomas of the fallopian tube|2019|Females|South Australia|105
Incidence|Ovarian cancer and serous carcinomas of the fallopian tube|2019|Females|Tasmania|40
Incidence|Ovarian cancer and serous carcinomas of the fallopian tube|2019|Females|Australian Capital Territory|24
Incidence|Ovarian cancer and serous carcinomas of the fallopian tube|2019|Females|Northern Territory|7
Incidence|Ovarian cancer and serous carcinomas of the fallopian tube|2019|Females|Australia|1625
Incidence|Ovarian cancer and serous carcinomas of the fallopian tube|2019|Persons|New South Wales|551
Incidence|Ovarian cancer and serous carcinomas of the fallopian tube|2019|Persons|Victoria|435
Incidence|Ovarian cancer and serous carcinomas of the fallopian tube|2019|Persons|Queensland|323
Incidence|Ovarian cancer and serous carcinomas of the fallopian tube|2019|Persons|Western Australia|137
Incidence|Ovarian cancer and serous carcinomas of the fallopian tube|2019|Persons|South Australia|105
Incidence|Ovarian cancer and serous carcinomas of the fallopian tube|2019|Persons|Tasmania|40
Incidence|Ovarian cancer and serous carcinomas of the fallopian tube|2019|Persons|Australian Capital Territory|24
Incidence|Ovarian cancer and serous carcinomas of the fallopian tube|2019|Persons|Northern Territory|7
Incidence|Ovarian cancer and serous carcinomas of the fallopian tube|2019|Persons|Australia|1625
Incidence|Pancreatic cancer|2019|Males|New South Wales|658
Incidence|Pancreatic cancer|2019|Males|Victoria|495
Incidence|Pancreatic cancer|2019|Males|Queensland|370
Incidence|Pancreatic cancer|2019|Males|Western Australia|162
Incidence|Pancreatic cancer|2019|Males|South Australia|164
Incidence|Pancreatic cancer|2019|Males|Tasmania|59
Incidence|Pancreatic cancer|2019|Males|Australian Capital Territory|27
Incidence|Pancreatic cancer|2019|Males|Northern Territory|12
Incidence|Pancreatic cancer|2019|Males|Australia|1952
Incidence|Pancreatic cancer|2019|Females|New South Wales|608
Incidence|Pancreatic cancer|2019|Females|Victoria|461
Incidence|Pancreatic cancer|2019|Females|Queensland|347
Incidence|Pancreatic cancer|2019|Females|Western Australia|144
Incidence|Pancreatic cancer|2019|Females|South Australia|158
Incidence|Pancreatic cancer|2019|Females|Tasmania|43
Incidence|Pancreatic cancer|2019|Females|Australian Capital Territory|24
Incidence|Pancreatic cancer|2019|Females|Northern Territory|7
Incidence|Pancreatic cancer|2019|Females|Australia|1799
Incidence|Pancreatic cancer|2019|Persons|New South Wales|1266
Incidence|Pancreatic cancer|2019|Persons|Victoria|956
Incidence|Pancreatic cancer|2019|Persons|Queensland|717
Incidence|Pancreatic cancer|2019|Persons|Western Australia|306
Incidence|Pancreatic cancer|2019|Persons|South Australia|322
Incidence|Pancreatic cancer|2019|Persons|Tasmania|102
Incidence|Pancreatic cancer|2019|Persons|Australian Capital Territory|51
Incidence|Pancreatic cancer|2019|Persons|Northern Territory|18
Incidence|Pancreatic cancer|2019|Persons|Australia|3751
Incidence|Parotid gland cancer|2019|Males|New South Wales|49
Incidence|Parotid gland cancer|2019|Males|Victoria|48
Incidence|Parotid gland cancer|2019|Males|Queensland|15
Incidence|Parotid gland cancer|2019|Males|Western Australia|12
Incidence|Parotid gland cancer|2019|Males|South Australia|15
Incidence|Parotid gland cancer|2019|Males|Tasmania|4
Incidence|Parotid gland cancer|2019|Males|Australian Capital Territory|2
Incidence|Parotid gland cancer|2019|Males|Northern Territory|2
Incidence|Parotid gland cancer|2019|Males|Australia|148
Incidence|Parotid gland cancer|2019|Females|New South Wales|55
Incidence|Parotid gland cancer|2019|Females|Victoria|35
Incidence|Parotid gland cancer|2019|Females|Queensland|27
Incidence|Parotid gland cancer|2019|Females|Western Australia|11
Incidence|Parotid gland cancer|2019|Females|South Australia|11
Incidence|Parotid gland cancer|2019|Females|Tasmania|4
Incidence|Parotid gland cancer|2019|Females|Australian Capital Territory|2
Incidence|Parotid gland cancer|2019|Females|Northern Territory|1
Incidence|Parotid gland cancer|2019|Females|Australia|144
Incidence|Parotid gland cancer|2019|Persons|New South Wales|104
Incidence|Parotid gland cancer|2019|Persons|Victoria|83
Incidence|Parotid gland cancer|2019|Persons|Queensland|42
Incidence|Parotid gland cancer|2019|Persons|Western Australia|23
Incidence|Parotid gland cancer|2019|Persons|South Australia|26
Incidence|Parotid gland cancer|2019|Persons|Tasmania|8
Incidence|Parotid gland cancer|2019|Persons|Australian Capital Territory|4
Incidence|Parotid gland cancer|2019|Persons|Northern Territory|3
Incidence|Parotid gland cancer|2019|Persons|Australia|292
Incidence|Penile cancer|2019|Males|New South Wales|36
Incidence|Penile cancer|2019|Males|Victoria|27
Incidence|Penile cancer|2019|Males|Queensland|28
Incidence|Penile cancer|2019|Males|Western Australia|15
Incidence|Penile cancer|2019|Males|South Australia|11
Incidence|Penile cancer|2019|Males|Tasmania|3
Incidence|Penile cancer|2019|Males|Australian Capital Territory|1
Incidence|Penile cancer|2019|Males|Northern Territory|1
Incidence|Penile cancer|2019|Males|Australia|122
Incidence|Penile cancer|2019|Persons|New South Wales|36
Incidence|Penile cancer|2019|Persons|Victoria|27
Incidence|Penile cancer|2019|Persons|Queensland|28
Incidence|Penile cancer|2019|Persons|Western Australia|15
Incidence|Penile cancer|2019|Persons|South Australia|11
Incidence|Penile cancer|2019|Persons|Tasmania|3
Incidence|Penile cancer|2019|Persons|Australian Capital Territory|1
Incidence|Penile cancer|2019|Persons|Northern Territory|1
Incidence|Penile cancer|2019|Persons|Australia|122
Incidence|Prostate cancer|2019|Males|New South Wales|6859
Incidence|Prostate cancer|2019|Males|Victoria|5979
Incidence|Prostate cancer|2019|Males|Queensland|4837
Incidence|Prostate cancer|2019|Males|Western Australia|2300
Incidence|Prostate cancer|2019|Males|South Australia|2024
Incidence|Prostate cancer|2019|Males|Tasmania|562
Incidence|Prostate cancer|2019|Males|Australian Capital Territory|294
Incidence|Prostate cancer|2019|Males|Northern Territory|94
Incidence|Prostate cancer|2019|Males|Australia|23027
Incidence|Prostate cancer|2019|Persons|New South Wales|6859
Incidence|Prostate cancer|2019|Persons|Victoria|5979
Incidence|Prostate cancer|2019|Persons|Queensland|4837
Incidence|Prostate cancer|2019|Persons|Western Australia|2300
Incidence|Prostate cancer|2019|Persons|South Australia|2024
Incidence|Prostate cancer|2019|Persons|Tasmania|562
Incidence|Prostate cancer|2019|Persons|Australian Capital Territory|294
Incidence|Prostate cancer|2019|Persons|Northern Territory|94
Incidence|Prostate cancer|2019|Persons|Australia|23027
Incidence|Rectal cancer (excluding rectosigmoid junction)|2019|Males|New South Wales|782
Incidence|Rectal cancer (excluding rectosigmoid junction)|2019|Males|Victoria|632
Incidence|Rectal cancer (excluding rectosigmoid junction)|2019|Males|Queensland|523
Incidence|Rectal cancer (excluding rectosigmoid junction)|2019|Males|Western Australia|222
Incidence|Rectal cancer (excluding rectosigmoid junction)|2019|Males|South Australia|168
Incidence|Rectal cancer (excluding rectosigmoid junction)|2019|Males|Tasmania|47
Incidence|Rectal cancer (excluding rectosigmoid junction)|2019|Males|Australian Capital Territory|33
Incidence|Rectal cancer (excluding rectosigmoid junction)|2019|Males|Northern Territory|13
Incidence|Rectal cancer (excluding rectosigmoid junction)|2019|Males|Australia|2419
Incidence|Rectal cancer (excluding rectosigmoid junction)|2019|Females|New South Wales|434
Incidence|Rectal cancer (excluding rectosigmoid junction)|2019|Females|Victoria|374
Incidence|Rectal cancer (excluding rectosigmoid junction)|2019|Females|Queensland|268
Incidence|Rectal cancer (excluding rectosigmoid junction)|2019|Females|Western Australia|143
Incidence|Rectal cancer (excluding rectosigmoid junction)|2019|Females|South Australia|110
Incidence|Rectal cancer (excluding rectosigmoid junction)|2019|Females|Tasmania|41
Incidence|Rectal cancer (excluding rectosigmoid junction)|2019|Females|Australian Capital Territory|17
Incidence|Rectal cancer (excluding rectosigmoid junction)|2019|Females|Northern Territory|11
Incidence|Rectal cancer (excluding rectosigmoid junction)|2019|Females|Australia|1391
Incidence|Rectal cancer (excluding rectosigmoid junction)|2019|Persons|New South Wales|1216
Incidence|Rectal cancer (excluding rectosigmoid junction)|2019|Persons|Victoria|1006
Incidence|Rectal cancer (excluding rectosigmoid junction)|2019|Persons|Queensland|791
Incidence|Rectal cancer (excluding rectosigmoid junction)|2019|Persons|Western Australia|365
Incidence|Rectal cancer (excluding rectosigmoid junction)|2019|Persons|South Australia|278
Incidence|Rectal cancer (excluding rectosigmoid junction)|2019|Persons|Tasmania|88
Incidence|Rectal cancer (excluding rectosigmoid junction)|2019|Persons|Australian Capital Territory|50
Incidence|Rectal cancer (excluding rectosigmoid junction)|2019|Persons|Northern Territory|24
Incidence|Rectal cancer (excluding rectosigmoid junction)|2019|Persons|Australia|3810
Incidence|Rectal cancer (including rectosigmoid junction)|2019|Males|New South Wales|1011
Incidence|Rectal cancer (including rectosigmoid junction)|2019|Males|Victoria|788
Incidence|Rectal cancer (including rectosigmoid junction)|2019|Males|Queensland|657
Incidence|Rectal cancer (including rectosigmoid junction)|2019|Males|Western Australia|262
Incidence|Rectal cancer (including rectosigmoid junction)|2019|Males|South Australia|216
Incidence|Rectal cancer (including rectosigmoid junction)|2019|Males|Tasmania|65
Incidence|Rectal cancer (including rectosigmoid junction)|2019|Males|Australian Capital Territory|41
Incidence|Rectal cancer (including rectosigmoid junction)|2019|Males|Northern Territory|17
Incidence|Rectal cancer (including rectosigmoid junction)|2019|Males|Australia|3055
Incidence|Rectal cancer (including rectosigmoid junction)|2019|Females|New South Wales|602
Incidence|Rectal cancer (including rectosigmoid junction)|2019|Females|Victoria|475
Incidence|Rectal cancer (including rectosigmoid junction)|2019|Females|Queensland|352
Incidence|Rectal cancer (including rectosigmoid junction)|2019|Females|Western Australia|176
Incidence|Rectal cancer (including rectosigmoid junction)|2019|Females|South Australia|154
Incidence|Rectal cancer (including rectosigmoid junction)|2019|Females|Tasmania|54
Incidence|Rectal cancer (including rectosigmoid junction)|2019|Females|Australian Capital Territory|24
Incidence|Rectal cancer (including rectosigmoid junction)|2019|Females|Northern Territory|14
Incidence|Rectal cancer (including rectosigmoid junction)|2019|Females|Australia|1842
Incidence|Rectal cancer (including rectosigmoid junction)|2019|Persons|New South Wales|1613
Incidence|Rectal cancer (including rectosigmoid junction)|2019|Persons|Victoria|1263
Incidence|Rectal cancer (including rectosigmoid junction)|2019|Persons|Queensland|1009
Incidence|Rectal cancer (including rectosigmoid junction)|2019|Persons|Western Australia|438
Incidence|Rectal cancer (including rectosigmoid junction)|2019|Persons|South Australia|370
Incidence|Rectal cancer (including rectosigmoid junction)|2019|Persons|Tasmania|119
Incidence|Rectal cancer (including rectosigmoid junction)|2019|Persons|Australian Capital Territory|65
Incidence|Rectal cancer (including rectosigmoid junction)|2019|Persons|Northern Territory|31
Incidence|Rectal cancer (including rectosigmoid junction)|2019|Persons|Australia|4897
Incidence|Rectosigmoid junction cancer|2019|Males|New South Wales|229
Incidence|Rectosigmoid junction cancer|2019|Males|Victoria|156
Incidence|Rectosigmoid junction cancer|2019|Males|Queensland|134
Incidence|Rectosigmoid junction cancer|2019|Males|Western Australia|40
Incidence|Rectosigmoid junction cancer|2019|Males|South Australia|48
Incidence|Rectosigmoid junction cancer|2019|Males|Tasmania|18
Incidence|Rectosigmoid junction cancer|2019|Males|Australian Capital Territory|8
Incidence|Rectosigmoid junction cancer|2019|Males|Northern Territory|4
Incidence|Rectosigmoid junction cancer|2019|Males|Australia|636
Incidence|Rectosigmoid junction cancer|2019|Females|New South Wales|168
Incidence|Rectosigmoid junction cancer|2019|Females|Victoria|101
Incidence|Rectosigmoid junction cancer|2019|Females|Queensland|84
Incidence|Rectosigmoid junction cancer|2019|Females|Western Australia|33
Incidence|Rectosigmoid junction cancer|2019|Females|South Australia|44
Incidence|Rectosigmoid junction cancer|2019|Females|Tasmania|13
Incidence|Rectosigmoid junction cancer|2019|Females|Australian Capital Territory|7
Incidence|Rectosigmoid junction cancer|2019|Females|Northern Territory|3
Incidence|Rectosigmoid junction cancer|2019|Females|Australia|451
Incidence|Rectosigmoid junction cancer|2019|Persons|New South Wales|397
Incidence|Rectosigmoid junction cancer|2019|Persons|Victoria|257
Incidence|Rectosigmoid junction cancer|2019|Persons|Queensland|218
Incidence|Rectosigmoid junction cancer|2019|Persons|Western Australia|73
Incidence|Rectosigmoid junction cancer|2019|Persons|South Australia|92
Incidence|Rectosigmoid junction cancer|2019|Persons|Tasmania|31
Incidence|Rectosigmoid junction cancer|2019|Persons|Australian Capital Territory|16
Incidence|Rectosigmoid junction cancer|2019|Persons|Northern Territory|6
Incidence|Rectosigmoid junction cancer|2019|Persons|Australia|1087
Incidence|Renal pelvis cancer|2019|Males|New South Wales|78
Incidence|Renal pelvis cancer|2019|Males|Victoria|34
Incidence|Renal pelvis cancer|2019|Males|Queensland|33
Incidence|Renal pelvis cancer|2019|Males|Western Australia|20
Incidence|Renal pelvis cancer|2019|Males|South Australia|16
Incidence|Renal pelvis cancer|2019|Males|Tasmania|2
Incidence|Renal pelvis cancer|2019|Males|Australian Capital Territory|3
Incidence|Renal pelvis cancer|2019|Males|Northern Territory|2
Incidence|Renal pelvis cancer|2019|Males|Australia|189
Incidence|Renal pelvis cancer|2019|Females|New South Wales|49
Incidence|Renal pelvis cancer|2019|Females|Victoria|21
Incidence|Renal pelvis cancer|2019|Females|Queensland|30
Incidence|Renal pelvis cancer|2019|Females|Western Australia|11
Incidence|Renal pelvis cancer|2019|Females|South Australia|9
Incidence|Renal pelvis cancer|2019|Females|Tasmania|3
Incidence|Renal pelvis cancer|2019|Females|Australian Capital Territory|2
Incidence|Renal pelvis cancer|2019|Females|Northern Territory|1
Incidence|Renal pelvis cancer|2019|Females|Australia|124
Incidence|Renal pelvis cancer|2019|Persons|New South Wales|127
Incidence|Renal pelvis cancer|2019|Persons|Victoria|55
Incidence|Renal pelvis cancer|2019|Persons|Queensland|63
Incidence|Renal pelvis cancer|2019|Persons|Western Australia|31
Incidence|Renal pelvis cancer|2019|Persons|South Australia|25
Incidence|Renal pelvis cancer|2019|Persons|Tasmania|5
Incidence|Renal pelvis cancer|2019|Persons|Australian Capital Territory|5
Incidence|Renal pelvis cancer|2019|Persons|Northern Territory|2
Incidence|Renal pelvis cancer|2019|Persons|Australia|313
Incidence|Retroperitoneal and peritoneal cancer|2019|Males|New South Wales|34
Incidence|Retroperitoneal and peritoneal cancer|2019|Males|Victoria|14
Incidence|Retroperitoneal and peritoneal cancer|2019|Males|Queensland|16
Incidence|Retroperitoneal and peritoneal cancer|2019|Males|Western Australia|5
Incidence|Retroperitoneal and peritoneal cancer|2019|Males|South Australia|6
Incidence|Retroperitoneal and peritoneal cancer|2019|Males|Tasmania|0
Incidence|Retroperitoneal and peritoneal cancer|2019|Males|Australian Capital Territory|1
Incidence|Retroperitoneal and peritoneal cancer|2019|Males|Northern Territory|1
Incidence|Retroperitoneal and peritoneal cancer|2019|Males|Australia|77
Incidence|Retroperitoneal and peritoneal cancer|2019|Females|New South Wales|37
Incidence|Retroperitoneal and peritoneal cancer|2019|Females|Victoria|28
Incidence|Retroperitoneal and peritoneal cancer|2019|Females|Queensland|25
Incidence|Retroperitoneal and peritoneal cancer|2019|Females|Western Australia|19
Incidence|Retroperitoneal and peritoneal cancer|2019|Females|South Australia|25
Incidence|Retroperitoneal and peritoneal cancer|2019|Females|Tasmania|3
Incidence|Retroperitoneal and peritoneal cancer|2019|Females|Australian Capital Territory|2
Incidence|Retroperitoneal and peritoneal cancer|2019|Females|Northern Territory|1
Incidence|Retroperitoneal and peritoneal cancer|2019|Females|Australia|139
Incidence|Retroperitoneal and peritoneal cancer|2019|Persons|New South Wales|71
Incidence|Retroperitoneal and peritoneal cancer|2019|Persons|Victoria|42
Incidence|Retroperitoneal and peritoneal cancer|2019|Persons|Queensland|41
Incidence|Retroperitoneal and peritoneal cancer|2019|Persons|Western Australia|24
Incidence|Retroperitoneal and peritoneal cancer|2019|Persons|South Australia|31
Incidence|Retroperitoneal and peritoneal cancer|2019|Persons|Tasmania|3
Incidence|Retroperitoneal and peritoneal cancer|2019|Persons|Australian Capital Territory|3
Incidence|Retroperitoneal and peritoneal cancer|2019|Persons|Northern Territory|2
Incidence|Retroperitoneal and peritoneal cancer|2019|Persons|Australia|216
Incidence|Small intestine cancer|2019|Males|New South Wales|139
Incidence|Small intestine cancer|2019|Males|Victoria|98
Incidence|Small intestine cancer|2019|Males|Queensland|111
Incidence|Small intestine cancer|2019|Males|Western Australia|41
Incidence|Small intestine cancer|2019|Males|South Australia|27
Incidence|Small intestine cancer|2019|Males|Tasmania|11
Incidence|Small intestine cancer|2019|Males|Australian Capital Territory|4
Incidence|Small intestine cancer|2019|Males|Northern Territory|2
Incidence|Small intestine cancer|2019|Males|Australia|429
Incidence|Small intestine cancer|2019|Females|New South Wales|91
Incidence|Small intestine cancer|2019|Females|Victoria|82
Incidence|Small intestine cancer|2019|Females|Queensland|92
Incidence|Small intestine cancer|2019|Females|Western Australia|30
Incidence|Small intestine cancer|2019|Females|South Australia|27
Incidence|Small intestine cancer|2019|Females|Tasmania|10
Incidence|Small intestine cancer|2019|Females|Australian Capital Territory|4
Incidence|Small intestine cancer|2019|Females|Northern Territory|2
Incidence|Small intestine cancer|2019|Females|Australia|335
Incidence|Small intestine cancer|2019|Persons|New South Wales|230
Incidence|Small intestine cancer|2019|Persons|Victoria|180
Incidence|Small intestine cancer|2019|Persons|Queensland|203
Incidence|Small intestine cancer|2019|Persons|Western Australia|71
Incidence|Small intestine cancer|2019|Persons|South Australia|54
Incidence|Small intestine cancer|2019|Persons|Tasmania|21
Incidence|Small intestine cancer|2019|Persons|Australian Capital Territory|8
Incidence|Small intestine cancer|2019|Persons|Northern Territory|3
Incidence|Small intestine cancer|2019|Persons|Australia|764
Incidence|Soft tissue sarcoma|2019|Males|New South Wales|409
Incidence|Soft tissue sarcoma|2019|Males|Victoria|250
Incidence|Soft tissue sarcoma|2019|Males|Queensland|244
Incidence|Soft tissue sarcoma|2019|Males|Western Australia|114
Incidence|Soft tissue sarcoma|2019|Males|South Australia|79
Incidence|Soft tissue sarcoma|2019|Males|Tasmania|23
Incidence|Soft tissue sarcoma|2019|Males|Australian Capital Territory|16
Incidence|Soft tissue sarcoma|2019|Males|Northern Territory|5
Incidence|Soft tissue sarcoma|2019|Males|Australia|1142
Incidence|Soft tissue sarcoma|2019|Females|New South Wales|294
Incidence|Soft tissue sarcoma|2019|Females|Victoria|217
Incidence|Soft tissue sarcoma|2019|Females|Queensland|220
Incidence|Soft tissue sarcoma|2019|Females|Western Australia|81
Incidence|Soft tissue sarcoma|2019|Females|South Australia|51
Incidence|Soft tissue sarcoma|2019|Females|Tasmania|24
Incidence|Soft tissue sarcoma|2019|Females|Australian Capital Territory|15
Incidence|Soft tissue sarcoma|2019|Females|Northern Territory|4
Incidence|Soft tissue sarcoma|2019|Females|Australia|907
Incidence|Soft tissue sarcoma|2019|Persons|New South Wales|703
Incidence|Soft tissue sarcoma|2019|Persons|Victoria|467
Incidence|Soft tissue sarcoma|2019|Persons|Queensland|464
Incidence|Soft tissue sarcoma|2019|Persons|Western Australia|195
Incidence|Soft tissue sarcoma|2019|Persons|South Australia|130
Incidence|Soft tissue sarcoma|2019|Persons|Tasmania|47
Incidence|Soft tissue sarcoma|2019|Persons|Australian Capital Territory|31
Incidence|Soft tissue sarcoma|2019|Persons|Northern Territory|9
Incidence|Soft tissue sarcoma|2019|Persons|Australia|2049
Incidence|Stomach cancer|2019|Males|New South Wales|481
Incidence|Stomach cancer|2019|Males|Victoria|432
Incidence|Stomach cancer|2019|Males|Queensland|278
Incidence|Stomach cancer|2019|Males|Western Australia|162
Incidence|Stomach cancer|2019|Males|South Australia|133
Incidence|Stomach cancer|2019|Males|Tasmania|38
Incidence|Stomach cancer|2019|Males|Australian Capital Territory|22
Incidence|Stomach cancer|2019|Males|Northern Territory|8
Incidence|Stomach cancer|2019|Males|Australia|1548
Incidence|Stomach cancer|2019|Females|New South Wales|319
Incidence|Stomach cancer|2019|Females|Victoria|226
Incidence|Stomach cancer|2019|Females|Queensland|162
Incidence|Stomach cancer|2019|Females|Western Australia|87
Incidence|Stomach cancer|2019|Females|South Australia|55
Incidence|Stomach cancer|2019|Females|Tasmania|21
Incidence|Stomach cancer|2019|Females|Australian Capital Territory|12
Incidence|Stomach cancer|2019|Females|Northern Territory|5
Incidence|Stomach cancer|2019|Females|Australia|891
Incidence|Stomach cancer|2019|Persons|New South Wales|800
Incidence|Stomach cancer|2019|Persons|Victoria|658
Incidence|Stomach cancer|2019|Persons|Queensland|440
Incidence|Stomach cancer|2019|Persons|Western Australia|249
Incidence|Stomach cancer|2019|Persons|South Australia|188
Incidence|Stomach cancer|2019|Persons|Tasmania|59
Incidence|Stomach cancer|2019|Persons|Australian Capital Territory|35
Incidence|Stomach cancer|2019|Persons|Northern Territory|13
Incidence|Stomach cancer|2019|Persons|Australia|2439
Incidence|Testicular cancer|2019|Males|New South Wales|283
Incidence|Testicular cancer|2019|Males|Victoria|260
Incidence|Testicular cancer|2019|Males|Queensland|190
Incidence|Testicular cancer|2019|Males|Western Australia|85
Incidence|Testicular cancer|2019|Males|South Australia|54
Incidence|Testicular cancer|2019|Males|Tasmania|15
Incidence|Testicular cancer|2019|Males|Australian Capital Territory|14
Incidence|Testicular cancer|2019|Males|Northern Territory|7
Incidence|Testicular cancer|2019|Males|Australia|913
Incidence|Testicular cancer|2019|Persons|New South Wales|283
Incidence|Testicular cancer|2019|Persons|Victoria|260
Incidence|Testicular cancer|2019|Persons|Queensland|190
Incidence|Testicular cancer|2019|Persons|Western Australia|85
Incidence|Testicular cancer|2019|Persons|South Australia|54
Incidence|Testicular cancer|2019|Persons|Tasmania|15
Incidence|Testicular cancer|2019|Persons|Australian Capital Territory|14
Incidence|Testicular cancer|2019|Persons|Northern Territory|7
Incidence|Testicular cancer|2019|Persons|Australia|913
Incidence|Thyroid cancer|2019|Males|New South Wales|397
Incidence|Thyroid cancer|2019|Males|Victoria|239
Incidence|Thyroid cancer|2019|Males|Queensland|218
Incidence|Thyroid cancer|2019|Males|Western Australia|106
Incidence|Thyroid cancer|2019|Males|South Australia|48
Incidence|Thyroid cancer|2019|Males|Tasmania|10
